T,k,+,-,a,+,-,b,+,-
0.0,2674016.5701203477,88695.90108550491,88695.90108550491,1.5025783938342876,0.2771553363273473,0.2771553363273473,0.02004600453794766,0.003678826741912195,0.003678826741912195
5.0,4111888.69729512,332223.55442482757,332223.55442482757,1.5950616816537642,0.1362393810849381,0.1362393810849381,0.013006972520898389,0.0017726652592343292,0.0017726652592343292
10.0,3270384.0805754894,256838.8357525943,256838.8357525943,1.948851761268636,0.3369555749458009,0.3369555749458009,0.01871977591980749,0.004020451627151769,0.004020451627151769
15.0,6259999.999954747,3060822.44163022,3060822.44163022,2.1397448628763804,0.2798031059684245,0.2798031059684245,0.013012575641297552,0.00467569573420984,0.00467569573420984
20.0,2547261.1835177243,73398.33938941479,73398.33938941479,7.933849236046808,3.635360884488227,3.635360884488227,0.05263157894736841,0.021946952811959363,0.021946952811959363
30.0,3094729.46123654,118794.36108307268,118794.36108307268,8.304709536332048,1.236773465064606,1.236773465064606,0.04292209971713105,0.006406415758370578,0.006406415758370578
60.0,2393370.6343952026,176704.38283013,176704.38283013,7.293829886453212,1.0728736247135826,1.0728736247135826,0.016441035062778855,0.002682888620757271,0.002682888620757271
