Time (h),Obsv 1,Obsv 2
0,98048.11621,132092.601
25,266454.8343,237403.5406
71,1223785.747,1273717.658
93,2170676.35,2324103.495
121,2700862.46,2802088.062
168,2707217.431,2899682.251
189,3794825.238,3636858.829
264,3519745.801,3737630.504
290,2698138.901,3150249.66
336,3173853.836,3419881.979
362,2757149.342,3109396.278
