CT,T1,+,-,T2,+,-
0.0,37.66696669666967,50.3673809086413,29.138421184030676,66.74077407740774,89.24419152635352,51.62934411141966
5.0,48.85688568856885,72.82664456349919,39.83880003431123,72.93519351935193,108.71805150377496,59.472693544220206
10.0,48.557155715571554,83.73656118303359,42.11768951159355,72.53555355535553,125.08718290279586,62.91616298720576
15.0,56.64986498649865,54.60080189340017,36.31942873249649,85.82358235823583,82.71928660802229,55.023317068282125
20.0,83.32583258325832,80.68463626213293,53.578355424755614,120.29252925292529,116.47959182557663,77.34787265181167
30.0,113.0990099009901,71.72769155183585,54.27972452886426,181.43744374437443,115.06810724729553,87.07745960187874
60.0,327.5058505850585,-327.5058505850585,327.5058505850585,354.1818181818182,-354.1818181818182,354.1818181818182
