CT,T1,+,-,T2,+,-
0.0,67.24032403240324,39.70716193857251,30.58349919121943,90.31953195319531,53.336035081468964,41.080815302298596
5.0,82.52655265526552,49.782433805784436,38.14672681622546,109.1026102610261,65.81389017963888,50.43113197699932
10.0,84.32493249324932,45.910544311453776,36.03269053922222,111.6003600360036,60.76059740714663,47.68768996719949
15.0,85.12421242124212,45.94476693806057,36.129312322619256,113.19891989198919,61.09775167540681,48.04507454497465
20.0,92.81728172817282,40.436945171239586,33.203962324263976,121.49144914491448,52.92918491445319,43.461706968989304
30.0,105.9054905490549,50.65797214928632,40.86004794848222,138.77587758775877,66.38092610106122,53.541973914015585
40.0,136.77767776777677,98.39871971272723,71.97284640183582,159.95679567956796,115.07392259534191,84.16977151726144
60.0,154.26192619261926,115.23611779406403,83.37386460496589,192.62736273627362,143.89571043550964,104.10921253461004
