CT,T1,+,-,T2,+,-
0.0,35.768676867686764,25.324154510265103,18.60709484958645,76.23222322232223,53.972267598389294,39.65649088278203
5.0,52.85328532853285,46.0721117108134,31.750245337431515,104.9063906390639,91.44670797014653,63.01980320713523
10.0,84.02520252025202,65.01002496778098,46.54405483708018,124.38883888388838,96.23923869276993,68.90267163279987
15.0,113.49864986498649,28.075250212403702,25.009860303054325,153.86228622862285,38.05967902930678,33.90414149475731
20.0,127.48604860486049,46.904765397901684,39.63963923747616,203.9171917191719,75.02537056295614,63.404615662070626
30.0,209.6120612061206,89.25871927131334,73.59745220207185,250.07560756075605,106.4892369429021,87.80471633384906
60.0,326.5067506750675,677.5950215269852,301.38164823832506,473.17461746174615,981.9728518387966,436.763239413321
