Time (h),Obsv 1,Obsv 2,Obsv 3,Obsv 4
0,57116.53616,62183.32566,57116.53616,62183.32566
42,122063.5652,122984.7996,121142.3307,112851.2206
114,1124423.963,1183410.138,1126267.281,1106912.442
138,1860829.493,1959447.005,1863594.47,1798156.682
162,2598156.682,2670967.742,2592626.728,2459907.834
186,2289400.922,2340092.166,2313364.055,2239631.336
210,2172350.23,2319815.668,2159447.005,2128110.599
282,3010138.249,3341013.825,3200000,3096774.194
