Time (h),Obsv 1,Obsv 2,Obsv 3,Obsv 4
0,167204.0534,184246.8908,167204.0534,184246.8908
42,58498.38784,72777.52188,69092.58406,76923.07692
114,293087.5576,335483.871,296774.1935,288479.2627
138,734562.212,747465.4378,755760.3687,851612.9032
162,1954838.71,1626728.111,1626728.111,1604608.295
186,2219354.839,2286635.945,2221198.157,2191705.069
210,2970506.912,3065437.788,3027649.77,2971428.571
282,3409216.59,3485714.286,3501382.488,3473732.719
