CT,T1,Lower CI,Upper CI,T2,Lower CI,Upper CI
0.0,35.768676867686764,17.161581806843348,61.09283177783737,76.23222322232223,36.57573188929743,130.2044916729701
5.0,52.85328532853285,21.103039456107446,98.92539821021269,104.9063906390639,41.886586370040526,196.3531009332169
10.0,84.02520252025202,37.48114851671444,149.0352258161561,124.38883888388838,55.486168485044445,220.62807510165302
15.0,113.49864986498649,88.48879031325187,141.57389912954866,153.86228622862285,119.95814575237783,191.9219639730063
20.0,127.48604860486049,87.84640942991656,174.39081391490365,203.9171917191719,140.5125761571232,278.9425621415961
30.0,209.6120612061206,136.01460967022248,298.8707794924328,250.07560756075605,162.27089202167903,356.5648433285119
60.0,326.5067506750675,25.125102941740977,1004.1017682017819,473.17461746174615,36.41137878027064,1455.1474635033373
