0.000000000000000000e+00,4.189079224884673610e-11
1.417085427135678311e+00,1.528943835871492697e-10
2.834170854271356621e+00,5.345764270346180412e-10
4.251256281407035154e+00,1.793049588203940213e-09
5.668341708542713242e+00,5.777466019999261698e-09
7.085427135678391330e+00,1.790703273401528638e-08
8.502512562814070307e+00,5.345770559233701214e-08
9.919597989949748396e+00,1.538998641212746351e-07
1.133668341708542648e+01,4.277896027503430577e-07
1.275376884422110457e+01,1.149454454241956572e-06
1.417085427135678266e+01,2.988901342491415357e-06
1.558793969849246075e+01,7.529431117624903189e-06
1.700502512562814061e+01,1.839502347401449981e-05
1.842211055276381870e+01,4.362825018327590718e-05
1.983919597989949679e+01,1.005521881903787896e-04
2.125628140703517488e+01,2.254158180715197827e-04
2.267336683417085297e+01,4.919778312148143139e-04
2.409045226130653106e+01,1.046311190901461378e-03
2.550753768844220915e+01,2.170218712954894141e-03
2.692462311557788723e+01,4.393738048112500426e-03
2.834170854271356532e+01,8.689636314365570616e-03
2.975879396984924341e+01,1.680130477621059187e-02
3.117587939698492150e+01,3.178223179800436504e-02
3.259296482412059959e+01,5.886280148225393055e-02
3.401005025125628123e+01,1.068113364844253260e-01
3.542713567839195576e+01,1.900239200980520793e-01
3.684422110552763741e+01,3.316641593963519097e-01
3.826130653266331194e+01,5.682815439755188880e-01
3.967839195979899358e+01,9.564660426265206850e-01
4.109547738693466812e+01,1.582245896689876030e+00
4.251256281407034976e+01,2.574101693587775852e+00
4.392964824120602430e+01,4.120646390453610586e+00
4.534673366834170594e+01,6.494198533151714692e+00
4.676381909547738758e+01,1.008164183926175816e+01
4.818090452261306211e+01,1.542410306201328574e+01
4.959798994974874375e+01,2.326707388053644365e+01
5.101507537688441829e+01,3.462263254031157089e+01
5.243216080402009993e+01,5.084536835806111554e+01
5.384924623115577447e+01,7.372346008800244022e+01
5.526633165829145611e+01,1.055860941696064828e+02
5.668341708542713064e+01,1.494280229663167745e+02
5.810050251256281229e+01,2.090515549583568600e+02
5.951758793969848682e+01,2.892256450519494138e+02
6.093467336683416846e+01,3.958610287565613248e+02
6.235175879396984300e+01,5.361995424174173195e+02
6.376884422110552464e+01,7.190149241116474741e+02
6.518592964824119917e+01,9.548215336575614174e+02
6.660301507537687371e+01,1.256086607213251455e+03
6.802010050251256246e+01,1.637440915846844291e+03
6.943718592964823699e+01,2.115882071207007812e+03
7.085427135678391153e+01,2.710964254523396448e+03
7.227135678391960028e+01,3.444967871132562777e+03
7.368844221105527481e+01,4.343042576858949360e+03
7.510552763819094935e+01,5.433317300284496014e+03
7.652261306532662388e+01,6.746971300658618929e+03
7.793969849246231263e+01,8.318260948050265142e+03
7.935678391959798716e+01,1.018449777245195764e+04
8.077386934673366170e+01,1.238597437403595359e+04
8.219095477386933624e+01,1.496583598130567043e+04
8.360804020100502498e+01,1.796989674468779776e+04
8.502512562814069952e+01,2.144640121318077217e+04
8.644221105527637405e+01,2.544573281223044978e+04
8.785929648241204859e+01,3.002007247383582217e+04
8.927638190954773734e+01,3.522301181958170491e+04
9.069346733668341187e+01,4.110912642314363620e+04
9.211055276381908641e+01,4.773351564639234130e+04
9.352763819095477515e+01,5.515131632551690564e+04
9.494472361809044969e+01,6.341719816168946272e+04
9.636180904522612423e+01,7.258484903414204018e+04
9.777889447236179876e+01,8.270645859975815983e+04
9.919597989949748751e+01,9.383220847770996625e+04
1.006130653266331620e+02,1.060097770524663938e+05
1.020301507537688366e+02,1.192838664816523524e+05
1.034472361809045111e+02,1.336957588893907377e+05
1.048643216080401999e+02,1.492829079869476554e+05
1.062814070351758744e+02,1.660785715188814502e+05
1.076984924623115489e+02,1.841114890135601163e+05
1.091155778894472235e+02,2.034056083507627773e+05
1.105326633165829122e+02,2.239798636739033973e+05
1.119497487437185868e+02,2.458480061959769810e+05
1.133668341708542613e+02,2.690184884998842608e+05
1.147839195979899500e+02,2.934944020354334498e+05
1.162010050251256246e+02,3.192734666839059792e+05
1.176180904522612991e+02,3.463480705098597100e+05
1.190351758793969736e+02,3.747053571586924372e+05
1.204522613065326624e+02,4.043273577938265516e+05
1.218693467336683369e+02,4.351911640025422676e+05
1.232864321608040115e+02,4.672691377349155373e+05
1.247035175879396860e+02,5.005291540739744669e+05
1.261206030150753747e+02,5.349348724628797499e+05
1.275376884422110493e+02,5.704460319307349855e+05
1.289547738693467238e+02,6.070187658552463399e+05
1.303718592964823983e+02,6.446059318696077680e+05
1.317889447236180729e+02,6.831574526537738275e+05
1.332060301507537474e+02,7.226206635374347679e+05
1.346231155778894504e+02,7.629406630742679117e+05
1.360402010050251249e+02,8.040606630152366124e+05
1.374572864321607994e+02,8.459223344042183599e+05
1.388743718592964740e+02,8.884661468337093247e+05
1.402914572864321485e+02,9.316316982244232204e+05
1.417085427135678231e+02,9.753580328233190812e+05
1.431256281407034976e+02,1.019583945444002515e+06
1.445427135678392006e+02,1.064248270296310075e+06
1.459597989949748751e+02,1.109290153063804377e+06
1.473768844221105496e+02,1.154649305185238598e+06
1.487939698492462242e+02,1.200266239575880580e+06
1.502110552763818987e+02,1.246082487284807023e+06
1.516281407035175732e+02,1.292040794823228149e+06
1.530452261306532478e+02,1.338085302115728147e+06
1.544623115577889223e+02,1.384161701220444404e+06
1.558793969849246253e+02,1.430217376135705039e+06
1.572964824120602998e+02,1.476201524159837747e+06
1.587135678391959743e+02,1.522065259398438735e+06
1.601306532663316489e+02,1.567761699120242149e+06
1.615477386934673234e+02,1.613246033750067698e+06
1.629648241206029979e+02,1.658475581356317503e+06
1.643819095477386725e+02,1.703409827542646090e+06
1.657989949748743754e+02,1.748010451690063346e+06
1.672160804020100500e+02,1.792241340518436860e+06
1.686331658291457245e+02,1.836068589946537744e+06
1.700502512562813990e+02,1.879460496228896081e+06
1.714673366834170736e+02,1.922387537337231217e+06
1.728844221105527481e+02,1.964822345535372850e+06
1.743015075376884226e+02,2.006739672070782399e+06
1.757185929648240972e+02,2.048116344874022761e+06
1.771356783919598001e+02,2.088931220121155260e+06
1.785527638190954747e+02,2.129165128473801538e+06
1.799698492462311492e+02,2.168800816768674180e+06
1.813869346733668237e+02,2.207822885883345734e+06
1.828040201005024983e+02,2.246217725458805449e+06
1.842211055276381728e+02,2.283973446112473495e+06
1.856381909547738474e+02,2.321079809728445020e+06
1.870552763819095503e+02,2.357528158365215175e+06
1.884723618090452248e+02,2.393311342275544535e+06
1.898894472361808994e+02,2.428423647488637827e+06
1.913065326633165739e+02,2.462860723361826502e+06
1.927236180904522485e+02,2.496619510467694607e+06
1.941407035175879230e+02,2.529698169143131934e+06
1.955577889447235975e+02,2.562096008989400696e+06
1.969748743718592721e+02,2.593813419577014167e+06
1.983919597989949750e+02,2.624851802575975657e+06
1.998090452261306496e+02,2.655213505501007661e+06
2.012261306532663241e+02,2.684901757232506759e+06
2.026432160804019986e+02,2.713920605447278358e+06
2.040603015075376732e+02,2.742274856068552937e+06
2.054773869346733477e+02,2.769970014822192024e+06
2.068944723618090222e+02,2.797012230965454597e+06
2.083115577889447252e+02,2.823408243236026727e+06
2.097286432160803997e+02,2.849165328052111436e+06
2.111457286432160743e+02,2.874291249979282264e+06
2.125628140703517488e+02,2.898794214466225356e+06
2.139798994974874233e+02,2.922682822839505970e+06
2.153969849246230979e+02,2.945966029536925722e+06
2.168140703517587724e+02,2.968653101549746469e+06
2.182311557788944469e+02,2.990753580036065076e+06
2.196482412060301499e+02,3.012277244060706347e+06
2.210653266331658244e+02,3.033234076411165763e+06
2.224824120603014990e+02,3.053634231434263755e+06
2.238994974874371735e+02,3.073488004834117834e+06
2.253165829145728480e+02,3.092805805368868634e+06
2.267336683417085226e+02,3.111598128381065559e+06
2.281507537688441971e+02,3.129875531094768550e+06
2.295678391959799001e+02,3.147648609611161519e+06
2.309849246231155746e+02,3.164927977533700410e+06
2.324020100502512491e+02,3.181724246153541375e+06
2.338190954773869237e+02,3.198048006126092747e+06
2.352361809045225982e+02,3.213909810569986235e+06
2.366532663316582727e+02,3.229320159520571586e+06
2.380703517587939473e+02,3.244289485671046190e+06
2.394874371859296218e+02,3.258828141335602850e+06
2.409045226130653248e+02,3.272946386570462957e+06
2.423216080402009993e+02,3.286654378390258644e+06
2.437386934673366738e+02,3.299962161018983461e+06
2.451557788944723484e+02,3.312879657116616610e+06
2.465728643216080229e+02,3.325416659924422856e+06
2.479899497487436975e+02,3.337582826273970306e+06
2.494070351758793720e+02,3.349387670406940859e+06
2.508241206030150749e+02,3.360840558554865886e+06
2.522412060301507495e+02,3.371950704230021685e+06
2.536582914572864240e+02,3.382727164180787746e+06
2.550753768844220986e+02,3.393178834966845345e+06
2.564924623115578015e+02,3.403314450111632701e+06
2.579095477386934476e+02,3.413142577791490126e+06
2.593266331658291506e+02,3.422671619022925384e+06
2.607437185929647967e+02,3.431909806311316788e+06
2.621608040201004997e+02,3.440865202726323623e+06
2.635778894472361458e+02,3.449545701371040195e+06
2.649949748743718487e+02,3.457959025213762652e+06
2.664120603015074948e+02,3.466112727252918296e+06
2.678291457286431978e+02,3.474014190987392794e+06
2.692462311557789008e+02,3.481670631166077685e+06
2.706633165829145469e+02,3.489089094792005606e+06
2.720804020100502498e+02,3.496276462357903365e+06
2.734974874371858959e+02,3.503239449291422963e+06
2.749145728643215989e+02,3.509984607589653693e+06
2.763316582914572450e+02,3.516518327623806894e+06
2.777487437185929480e+02,3.522846840096205007e+06
2.791658291457286509e+02,3.528976218132867943e+06
2.805829145728642970e+02,3.534912379496120848e+06
2.820000000000000000e+02,3.540661088902684394e+06
