CT,T1,+,-,T2,+,-
0.0,24.87848784878488,38.67080454783069,20.67227190047265,61.845184518451845,96.13136687704224,51.388994293830535
5.0,29.27452745274527,25.267669319900502,17.47084110334891,65.04230423042304,56.13984504964483,38.81680973466359
10.0,21.98109810981098,46.226604101383764,20.36517722917133,70.53735373537353,148.34119338328253,65.35186290153841
15.0,54.85148514851485,60.198102229098645,38.06664790831804,78.82988298829882,86.5137806567847,54.70753238940751
20.0,94.51575157515751,81.78034004374948,56.49888655092777,139.57515751575156,120.76827040010815,83.43414572056405
30.0,144.37083708370835,80.0131853692643,62.54710021133096,196.32403240324032,108.80667809672565,85.05525891976532
60.0,289.34023402340233,1963.4814123957926,289.3402315660571,356.3798379837984,2418.4164708224284,356.37983495709074
