Time (h),Obsv 1,Obsv 2,Obsv 3,Obsv 4
0,8.91E+04,9.68E+04,1.02E+05,9.28E+04
24,1.82E+05,1.86E+05,174208.1448,177828.0543
48,3.63E+05,3.81E+05,353393.6652,324886.8778
72,7.31E+05,7.71E+05,775113.1222,745248.8688
142,2.41E+06,2523076.923,2810859.729,2803619.91
166,3.20E+06,3.25E+06,3302262.443,3058823.529
190,3.40E+06,3.46E+06,3151131.222,2872398.19
212,3.53E+06,3.53E+06,3434389.14,3265158.371
282,3.62E+06,3.89E+06,3667873.303,3470588.235
