Time (h),Obsv 1,Obsv 2,Obsv 3,Obsv 4
0,1.17E+05,1.29E+05,1.14E+05,1.14E+05
24,1.19E+05,1.34E+05,135746.6063,133031.6742
48,2.46E+05,2.78E+05,266968.3258,278733.0317
72,4.48E+05,5.05E+05,515837.1041,541176.4706
142,2.10E+06,2093212.67,2374660.633,2326696.833
166,3.30E+06,3.43E+06,3364705.882,3132126.697
190,3.13E+06,3.32E+06,3148416.29,3041628.959
212,3.41E+06,3.52E+06,3390045.249,3152036.199
282,2.91E+06,3.21E+06,3153846.154,2771040.724
