CT,T1,+,-,T2,+,-
0.0,47.358235823582355,13.931023116202752,12.155909334648811,85.52385238523851,25.157921190387484,21.952257668921902
5.0,45.759675967596756,11.490572499559391,10.218927278261788,90.81908190819081,22.805302330996724,20.28147214494018
10.0,48.05760576057605,16.631768393259065,14.18837656558486,82.32673267326732,28.491622267183104,24.30588594866682
15.0,59.94689468946894,31.388767768659925,24.847286216034192,94.21602160216021,49.33241058567735,39.0514382273113
20.0,76.63186318631863,34.247350534885044,27.98885325158355,128.68496849684968,57.510271073104605,47.000615007701
30.0,125.58775877587757,34.1362603884254,30.0810661729615,164.15301530153013,44.61876004872636,39.31830429897714
40.0,193.9261926192619,350.3232060544582,171.15736174462216,263.06390639063903,475.218895597628,232.17763201516001
60.0,214.6075607560756,1833.2200642576843,214.60756075607384,267.16021602160214,2282.1351990430885,267.1602160215999
