Time (h),Obsv 1,Obsv 2,Obsv 3,Obsv 4
0,1.10E+05,1.17E+05,1.10E+05,1.04E+05
24,1.80E+05,1.92E+05,182805.4299,168325.7919
48,3.57E+05,3.98E+05,407239.819,399547.5113
72,7.86E+05,8.31E+05,737556.5611,786877.8281
142,2.75E+06,2767420.814,2790950.226,2557466.063
166,3.10E+06,3.28E+06,3169230.769,3320361.991
190,3.10E+06,3.53E+06,3442533.937,3407239.819
212,3.22E+06,3.34E+06,3353846.154,3463348.416
282,3.00E+06,3.32E+06,3222624.434,3119457.014
