Time (h),Obsv 1,Obsv 2,Obsv 3,Obsv 4
0,9.59E+04,9.37E+04,1.00E+05,1.01E+05
24,7.51E+04,6.74E+04,87330.31674,74208.1448
48,6.33E+04,6.29E+04,66968.32579,66968.32579
72,3.76E+04,3.17E+04,37556.56109,34841.62896
142,2.08E+04,19909.50226,20361.99095,20814.47964
166,4.48E+04,4.71E+04,44796.38009,44343.8914
190,4.62E+04,3.89E+04,40271.49321,37556.56109
212,3.53E+04,5.75E+04,45248.86878,38914.02715
282,4.78E+05,4.70E+05,435746.6063,409049.7738
