Time (h),Obsv 1,Obsv 2,Obsv 3,Obsv 4
0,1.07E+05,1.20E+05,1.23E+05,1.22E+05
24,1.75E+05,2.12E+05,202714.9321,216742.0814
48,3.75E+05,4.14E+05,313122.1719,372398.19
72,7.95E+05,8.37E+05,813122.1719,827601.81
142,2.73E+06,2838914.027,3038009.05,3101357.466
166,3.15E+06,3.29E+06,3545701.357,3551131.222
190,3.24E+06,3.26E+06,3593665.158,3659728.507
212,3.27E+06,3.63E+06,3724886.878,3575565.611
282,3.34E+06,3.86E+06,3805429.864,3712217.195
