Time (h),Obsv 1,Obsv 2,Obsv 3,Obsv 4
0,9.68E+04,9.28E+04,9.28E+04,8.64E+04
24,7.15E+04,8.51E+04,71945.70136,61085.97285
48,6.79E+04,8.37E+04,77828.0543,76470.58824
72,1.07E+05,1.13E+05,114027.1493,119909.5023
142,4.89E+05,494570.1357,576018.0995,552488.6878
166,1.49E+06,1.50E+06,1425339.367,1240723.982
190,1.91E+06,2.21E+06,2038009.05,1969230.769
212,2.48E+06,2.60E+06,2452488.688,2298642.534
282,3.35E+06,3.34E+06,3287782.805,3112217.195
