Time (h),Obsv 1,Obsv 2,Obsv 3,Obsv 4
0,9.37E+04,1.45E+05,1.14E+05,1.06E+05
24,7.19E+04,6.92E+04,61538.46154,63348.41629
48,4.30E+04,4.71E+04,55203.61991,47058.82353
72,5.20E+04,5.70E+04,57013.57466,47963.8009
142,1.86E+05,180995.4751,180090.4977,173755.6561
166,2.90E+05,3.05E+05,326244.3439,285067.8733
190,4.94E+05,6.42E+05,609049.7738,606787.3303
212,4.18E+05,4.59E+05,485972.8507,483257.9186
282,2.55E+06,2.86E+06,2941176.471,2847963.801
