Time (h),Obsv 1,Obsv 2,Obsv 3,Obsv 4
0,9.32E+04,1.15E+05,1.22E+05,1.18E+05
24,1.02E+05,1.23E+05,98642.53394,91402.71493
48,1.24E+05,1.46E+05,170135.7466,158371.0407
72,2.73E+05,3.09E+05,265610.8597,241176.4706
142,1.73E+06,1615384.615,1599095.023,1466063.348
166,2.64E+06,2.61E+06,2811764.706,2868778.281
190,2.79E+06,2.98E+06,2983710.407,3063348.416
212,2.77E+06,3.21E+06,3266063.348,3276018.1
282,3.32E+06,4.04E+06,3978280.543,3910407.24
