T,k,+,-,a,+,-,b,+,-
0.0,4019333.2699286854,160902.05942043115,160902.05942043115,2.483690558580528,0.2668563288215493,0.2668563288215493,0.026696716537319108,0.0034103182024363228,0.0034103182024363228
5.0,4543251.635522748,251737.1161261919,251737.1161261919,2.6056851150348233,0.27497170517025055,0.27497170517025055,0.023051557031080517,0.002797551953924493,0.002797551953924493
15.0,6779999.999999877,1735088.3837936402,1735088.3837936402,2.9834881058005616,0.4018208268062978,0.4018208268062978,0.015421079839282188,0.003421628642274412,0.003421628642274412
30.0,863999.9999985253,1300695.638862296,1300695.638862296,3.6719814626975174,2.3077188257296655,2.3077188257296655,0.01730181442123808,0.017686273340197345,0.017686273340197345
