CT,T1,+,-,T2,+,-
0.0,56.94959495949595,29.09682280690182,23.153899380721136,93.017101710171,47.524519329722125,37.81780388807642
5.0,71.23672367236723,34.99714076360186,28.076637090086592,112.99909990999099,55.51413936298535,44.536505275998834
15.0,131.08280828082806,106.24621975372776,74.9788424105407,193.4266426642664,156.77761143708386,110.6392664952172
30.0,156.55985598559855,748.9514142076355,156.54648091834753,212.2097209720972,1015.1693716764779,212.19159168045053
