CT,T1,Lower CI,Upper CI,T2,Lower CI,Upper CI
0.0,53.35283528352835,43.094231561770066,64.6902947372604,102.3087308730873,82.63696044653891,124.04930158263521
5.0,60.646264626462646,11.935838406279466,148.17079355416337,80.82808280828083,15.907837704946658,197.47895843099928
10.0,63.84338433843384,27.208896763298497,115.83167341476738,85.02430243024303,36.23582131756245,154.26041920352122
15.0,106.5049504950495,27.198632477102436,238.93209808444357,126.78667866786678,32.37806562090351,284.43191609839437
20.0,123.28982898289829,61.92539479325858,205.4278638742463,147.26822682268227,73.96914377878448,245.381127561853
30.0,156.45994599459945,43.12266616188265,341.4882947456279,178.04050405040502,49.07058589758134,388.58985753403914
60.0,1.0,0.0,0.0,1.0,0.0,0.0
