CT,T1,+,-,T2,+,-
0.0,53.35283528352835,11.337459453732052,10.258603721758284,102.3087308730873,21.74057070954791,19.67177042654839
5.0,60.646264626462646,87.52452792916861,48.71042595621494,80.82808280828083,116.65087429189559,64.92024475152277
10.0,63.84338433843384,51.98828907633354,36.634487575135346,85.02430243024303,69.2361167732782,48.78848111268058
15.0,106.5049504950495,132.42714758939405,79.30631801794706,126.78667866786678,157.64523743052757,94.40861304696327
20.0,123.28982898289829,82.1380355096513,61.364434528483216,147.26822682268227,98.11290147772652,73.29908344864229
30.0,156.45994599459945,185.02834694550077,113.33727921383397,178.04050405040502,210.54935142906962,128.96991744857814
60.0,1.0,-1.0,1.0,1.0,-1.0,1.0
