CT,T1,+,-,T2,+,-
0.0,46.059405940594054,19.753783800969508,16.266863583668542,96.81368136813681,41.52108546924647,34.19182066480475
5.0,53.85238523852385,21.627187821454115,18.01641236128583,93.41674167416741,37.51628472735146,31.252738982590863
10.0,61.845184518451845,21.840914966397463,18.57548408247151,102.40864086408641,36.16608850555721,30.758903754435707
15.0,76.33213321332133,39.651671864169074,31.441897412563122,112.99909990999099,58.69878178375701,46.545353280679194
20.0,96.9135913591359,67.6395260492137,49.89764264559777,125.78757875787578,87.79173375725695,64.76391562929933
30.0,108.50315031503149,65.29680637149832,50.06395368810617,148.86678667866786,89.58749784389889,68.68795875824009
40.0,151.96399639963997,58.38964267979213,49.0023354297705,184.83438343834382,71.0195431786509,59.60172587447164
60.0,204.7164716471647,114.04006403939965,89.04260149177225,235.18901890189017,131.01520635409275,102.2968103974352
