T,k,+,-,a,+,-,b,+,-
0.0,3277712.416501885,50732.96435190037,50732.96435190037,3.706070749607732,0.4371569579562835,0.4371569579562835,0.04166666666666632,0.004635496161727281,0.004635496161727281
5.0,3356431.718099109,64679.75222424843,64679.75222424843,3.656879722308801,0.44895969527399515,0.44895969527399515,0.034065160808319145,0.003989073484388887,0.003989073484388887
10.0,3328104.814252001,78488.08239324763,78488.08239324763,4.241825764982755,0.6715020737086774,0.6715020737086774,0.03797513258243679,0.005762784132221409,0.005762784132221409
15.0,3407714.1279537203,71250.92392451147,71250.92392451147,3.391040205065583,0.40860322756545736,0.40860322756545736,0.030376037953347354,0.0035085386760625174,0.0035085386760625174
20.0,3640894.894527634,71414.6383168378,71414.6383168378,3.506638763435673,0.36401100573958745,0.36401100573958745,0.028756937874838375,0.002892623010982452,0.002892623010982452
30.0,3439718.7510934267,75240.88926917843,75240.88926917843,4.237125879257245,0.49485188808714203,0.49485188808714203,0.031218366419692938,0.0035562608708276963,0.0035562608708276963
40.0,3256963.680682413,99236.94006673683,99236.94006673683,6.181677861778671,1.0624020338535047,1.0624020338535047,0.038606187575287214,0.006517972971590752,0.006517972971590752
60.0,3390793.1415698216,195095.0556128158,195095.0556128158,4.516397520227215,0.7602508846067023,0.7602508846067023,0.023229228658680368,0.0040872372732291785,0.0040872372732291785
